"Time", "controlBus.chassisBus.longitudinalVelocity|km/h", "controlBus.chassisBus.longitudinalAcceleration|m/s2", "controlBus.batteryBus_1.SOC"
"1291.2", "0.8737862", "0.29230756", "0.94272333"
"1291.3", "0.9809716", "0.30285212", "0.9427232"
"1291.4", "1.0916978", "0.3125309", "0.94272316"
"1291.5", "1.2062144", "0.3232603", "0.94272304"
"1291.6", "1.3250848", "0.33604914", "0.9427229"
"1291.7", "1.4488987", "0.35125437", "0.9427228"
"1291.7992", "1.5773662", "0.36856425", "0.9427226"
"1291.8", "1.5784822", "0.36873913", "0.9427226"
"1291.9", "1.7155074", "0.38835013", "0.94272244"
"1292", "1.8596997", "0.41099992", "0.9427222"
"1292.1", "2.0121312", "0.43585342", "0.94272196"
"1292.2", "2.1739345", "0.46251738", "0.9427217"
"1292.3", "2.3456059", "0.490359", "0.94272137"
"1292.4", "2.5274966", "0.51938987", "0.942721"
"1292.5", "2.7198684", "0.54886997", "0.9427206"
"1292.6", "2.922883", "0.57867163", "0.9427201"
"1292.7", "3.1369631", "0.61002314", "0.9427195"
"1292.8", "3.362257", "0.64184713", "0.9427189"
"1292.9", "3.5988784", "0.6731807", "0.9427182"
"1293", "3.8468516", "0.7046967", "0.9427174"
"1293.1", "4.1062293", "0.73632306", "0.9427165"
"1293.2", "4.377058", "0.7681697", "0.94271547"
"1293.3", "4.659417", "0.80035084", "0.9427143"
"1293.4", "4.9531937", "0.83207387", "0.942713"
"1293.5", "5.258295", "0.8631041", "0.9427116"
"1293.6", "5.5745544", "0.8938475", "0.94271"
"1293.7", "5.9017096", "0.92400295", "0.9427082"
"1293.8", "6.23955", "0.95347404", "0.9427063"
"1293.9", "6.5878506", "0.9821633", "0.94270414"
"1294", "6.9461575", "1.0098397", "0.9427018"
"1294.1", "7.314257", "1.036417", "0.94269925"
"1294.2", "7.691809", "1.0617491", "0.94269645"
"1294.3", "8.077772", "1.0851336", "0.9426934"
"1294.4", "8.471953", "1.1065394", "0.9426902"
"1294.5", "8.873739", "1.1261195", "0.9426867"
"1294.6", "9.282371", "1.1443555", "0.9426829"
"1294.7", "9.697411", "1.1609344", "0.94267887"
"1294.8", "10.118622", "1.1770204", "0.9426746"
"1294.9", "10.545452", "1.1926507", "0.94267005"
"1295", "10.97781", "1.2076293", "0.9426652"
"1295.1", "11.415402", "1.2220566", "0.9426601"
"1295.2", "11.857761", "1.2355015", "0.94265467"
"1295.3", "12.304359", "1.2469741", "0.942649"
"1295.4", "12.75457", "1.2556225", "0.942643"
"1295.5", "13.205921", "1.2548846", "0.9426368"
"1295.6", "13.6577015", "1.2522645", "0.9426303"
"1295.7", "14.108984", "1.2520576", "0.9426237"
"1295.8", "14.559893", "1.2514673", "0.94261676"
"1295.9", "15.010409", "1.2507445", "0.94260967"
"1296", "15.460591", "1.2500341", "0.9426024"
"1296.1", "15.910497", "1.249347", "0.94259495"
"1296.2", "16.360142", "1.2486469", "0.9425873"
"1296.3", "16.809528", "1.2479411", "0.9425795"
"1296.4", "17.258661", "1.2472365", "0.9425715"
"1296.5", "17.707537", "1.2465286", "0.94256335"
"1296.6", "18.156158", "1.2458166", "0.942555"
"1296.7", "18.60452", "1.2451", "0.94254655"
"1296.8", "19.052624", "1.2443773", "0.94253784"
"1296.9", "19.500465", "1.2436492", "0.94252896"
"1297", "19.948044", "1.2429177", "0.94251996"
"1297.1", "20.395357", "1.2421821", "0.9425108"
"1297.2", "20.84241", "1.2414434", "0.9425014"
"1297.3", "21.28919", "1.240703", "0.9424919"
"1297.4", "21.735708", "1.2399598", "0.9424822"
"1297.5", "22.181955", "1.2392143", "0.94247234"
"1297.6", "22.627935", "1.2384663", "0.9424623"
"1297.7", "23.073647", "1.237715", "0.9424522"
"1297.8", "23.519085", "1.2369606", "0.9424419"
"1297.9", "23.964252", "1.2362031", "0.9424314"
"1298", "24.409145", "1.2354423", "0.9424207"
"1298.1", "24.853764", "1.2346783", "0.94240993"
"1298.2", "25.298107", "1.2339113", "0.942399"
"1298.3", "25.742176", "1.2331413", "0.9423879"
"1298.4", "26.185963", "1.2323685", "0.9423767"
"1298.5", "26.629475", "1.2315928", "0.9423652"
"1298.6", "27.072702", "1.2308143", "0.9423537"
"1298.7", "27.515648", "1.230033", "0.94234204"
"1298.8", "27.958311", "1.229249", "0.9423302"
"1298.9", "28.400696", "1.2284622", "0.9423182"
"1299", "28.842793", "1.2276727", "0.9423061"
"1299.1", "29.284603", "1.2268803", "0.9422938"
"1299.2", "29.726133", "1.2260853", "0.9422814"
"1299.3", "30.16738", "1.2252877", "0.9422689"
"1299.4", "30.60833", "1.2244873", "0.9422562"
"1299.5", "31.048994", "1.2236842", "0.9422434"
"1299.6", "31.489374", "1.2228786", "0.94223046"
"1299.7", "31.929459", "1.2220702", "0.94221735"
"1299.8", "32.369255", "1.2212594", "0.9422041"
"1299.9", "32.808758", "1.2204459", "0.94219077"
"1300", "33.247967", "1.2196298", "0.9421773"
"1300.1", "33.686882", "1.2188112", "0.94216365"
"1300.2", "34.125504", "1.21799", "0.94214994"
"1300.3", "34.563828", "1.2171664", "0.94213605"
"1300.4", "35.001854", "1.2163403", "0.94212204"
"1300.5", "35.439583", "1.2155117", "0.94210786"
"1300.6", "35.87701", "1.2146807", "0.9420936"
"1300.7", "36.314144", "1.213847", "0.94207925"
"1300.8", "36.750973", "1.2130111", "0.9420647"
"1300.9", "37.187504", "1.2121727", "0.9420501"
"1301", "37.620728", "1.1659257", "0.9420355"
"1301.1", "38.00666", "0.986183", "0.9420227"
"1301.2", "38.331356", "0.82311845", "0.942012"
"1301.3", "38.60058", "0.6780209", "0.9420033"
"1301.4", "38.820927", "0.5512982", "0.94199616"
"1301.5", "38.998005", "0.43725258", "0.9419904"
"1301.6", "39.137333", "0.3415711", "0.9419858"
"1301.7", "39.244583", "0.25862107", "0.9419821"
"1301.8", "39.32435", "0.18756594", "0.94197917"
"1301.9", "39.381145", "0.13110897", "0.9419769"
"1302", "39.419323", "0.084156945", "0.9419751"
"1302.1", "39.442684", "0.047924053", "0.94197375"
"1302.2", "39.454426", "0.018592298", "0.94197273"
"1302.3", "39.456326", "-0.006916761", "0.941972"
"1302.4", "39.449444", "-0.030642333", "0.9419715"
"1302.5", "39.433884", "-0.05542145", "0.94197094"
"1302.5414", "39.42482", "-0.06603755", "0.9419707"
"1302.6", "39.406017", "-0.11032898", "0.941971"
"1302.6072", "39.403076", "-0.1158485", "0.94197106"
"1302.6122", "39.40092", "-0.12009019", "0.9419711"
"1302.6176", "39.398567", "-0.12433643", "0.9419711"
"1302.7", "39.35303", "-0.18083556", "0.94197154"
"1302.8", "39.276398", "-0.24324428", "0.9419721"
"1302.9", "39.1788", "-0.29623625", "0.9419726"
"1303", "39.062756", "-0.34656426", "0.94197315"
"1303.1", "38.92926", "-0.3936275", "0.9419737"
"1303.2", "38.780144", "-0.43412203", "0.9419742"
"1303.3", "38.616947", "-0.47062987", "0.94197476"
"1303.4", "38.441406", "-0.5033955", "0.9419753"
"1303.5", "38.25401", "-0.53536177", "0.9419758"
"1303.6", "38.05696", "-0.55849653", "0.9419763"
"1303.7", "37.85194", "-0.5786991", "0.94197685"
"1303.8", "37.638626", "-0.6030421", "0.9419773"
"1303.9", "37.416145", "-0.63121337", "0.94197786"
"1304", "37.183964", "-0.6595034", "0.94197834"
"1304.1", "36.94171", "-0.68707114", "0.9419789"
"1304.2", "36.689262", "-0.715225", "0.94197935"
"1304.3", "36.42623", "-0.74524564", "0.9419799"
"1304.4", "36.15078", "-0.7834382", "0.94198036"
"1304.5", "35.86237", "-0.82074326", "0.94198084"
"1304.6", "35.561176", "-0.85500544", "0.9419814"
"1304.7", "35.246815", "-0.8904163", "0.94198185"
"1304.8", "34.918617", "-0.9312508", "0.9419823"
"1304.9", "34.57669", "-0.9693431", "0.9419828"
"1305", "34.22229", "-1.000823", "0.9419833"
"1305.1", "33.85621", "-1.0316657", "0.94198376"
"1305.2", "33.477978", "-1.066385", "0.94198424"
"1305.3", "33.08775", "-1.1020485", "0.94198465"
"1305.4", "32.686817", "-1.1280673", "0.94198513"
"1305.5", "32.276066", "-1.1528925", "0.9419856"
"1305.6", "31.85561", "-1.1806842", "0.941986"
"1305.7", "31.425375", "-1.2086558", "0.9419865"
"1305.8", "30.98551", "-1.2353839", "0.9419869"
"1305.9", "30.536592", "-1.259198", "0.94198734"
"1306", "30.079304", "-1.2807832", "0.94198775"
"1306.1", "29.613506", "-1.3053014", "0.94198817"
"1306.2", "29.139742", "-1.3270937", "0.9419886"
"1306.3", "28.65801", "-1.3491117", "0.941989"
"1306.4", "28.168802", "-1.3695376", "0.9419894"
"1306.5", "27.671995", "-1.3902493", "0.9419898"
"1306.6", "27.16746", "-1.4123232", "0.9419902"
"1306.7", "26.655321", "-1.4331524", "0.94199055"
"1306.8", "26.135105", "-1.456205", "0.941991"
"1306.9", "25.606522", "-1.4801614", "0.9419913"
"1307", "25.068867", "-1.5063215", "0.9419917"
"1307.1", "24.521263", "-1.5353924", "0.94199204"
"1307.2", "23.96344", "-1.565399", "0.9419924"
"1307.3", "23.397028", "-1.5880826", "0.9419927"
"1307.4", "22.822132", "-1.6078553", "0.94199306"
"1307.5", "22.238892", "-1.6309592", "0.94199336"
"1307.6", "21.646847", "-1.6551657", "0.9419937"
"1307.7", "21.046371", "-1.6803591", "0.941994"
"1307.8", "20.44009", "-1.6953564", "0.9419943"
"1307.9", "19.830208", "-1.698691", "0.9419946"
"1308", "19.221622", "-1.6887188", "0.9419949"
"1308.1", "18.616783", "-1.6689929", "0.94199514"
"1308.2", "18.018639", "-1.6491193", "0.94199544"
"1308.3", "17.426348", "-1.6297648", "0.9419957"
"1308.4", "16.84144", "-1.6142017", "0.941996"
"1308.5", "16.264214", "-1.5926584", "0.9419962"
"1308.6", "15.695343", "-1.5677145", "0.94199646"
"1308.7", "15.135135", "-1.5433246", "0.9419967"
"1308.8", "14.583293", "-1.5201144", "0.9419969"
"1308.9", "14.039437", "-1.4996802", "0.9419971"
"1309", "13.502373", "-1.4816812", "0.9419973"
"1309.1", "12.971852", "-1.4654144", "0.9419975"
"1309.2", "12.448821", "-1.4440571", "0.9419977"
"1309.3", "11.933528", "-1.4209133", "0.9419979"
"1309.4", "11.426651", "-1.3971956", "0.94199806"
"1309.5", "10.928945", "-1.371565", "0.94199824"
"1309.6", "10.440625", "-1.3438846", "0.94199836"
"1309.7", "9.962134", "-1.3164927", "0.94199854"
"1309.8", "9.493358", "-1.2887762", "0.94199866"
"1309.9", "9.034619", "-1.2604702", "0.94199884"
"1310", "8.586094", "-1.2315735", "0.94199896"
"1310.1", "8.148089", "-1.2019405", "0.9419991"
"1310.2", "7.721114", "-1.1709723", "0.9419992"
"1310.3", "7.305631", "-1.1378858", "0.9419993"
"1310.4", "6.9005136", "-1.1085824", "0.94199944"
"1310.5", "6.5057535", "-1.0829391", "0.9419995"
"1310.6", "6.1213303", "-1.0547054", "0.9419996"
"1310.7", "5.7473187", "-1.0237184", "0.94199973"
"1310.8", "5.384793", "-0.99161905", "0.9419998"
"1310.9", "5.033713", "-0.9600685", "0.94199985"
"1310.9539", "4.849161", "-0.94355917", "0.94199985"
"1311", "4.6936636", "-0.9286706", "0.94199985"
"1311.1", "4.3653827", "-0.89587706", "0.94199985"
"1311.2", "4.0485783", "-0.8649428", "0.94199985"
"1311.3", "3.7435496", "-0.82990694", "0.94199985"
"1311.4", "3.4502347", "-0.7989758", "0.94199985"
"1311.5", "3.1685798", "-0.76540565", "0.94199985"
"1311.6", "2.8987265", "-0.7332514", "0.94199985"
"1311.7", "2.6406732", "-0.70029134", "0.94199985"
"1311.7606", "2.489975", "-0.680527", "0.94199985"
"1311.8", "2.3945544", "-0.66888195", "0.94199985"
"1311.9", "2.1606688", "-0.64094174", "0.94199985"
"1312", "1.9369098", "-0.60728216", "0.94199985"
"1312.1", "1.7243215", "-0.57480013", "0.94199985"
"1312.2", "1.5237551", "-0.5404337", "0.94199985"
"1312.3", "1.3347259", "-0.50915754", "0.94199985"
"1312.4", "1.1572323", "-0.47760892", "0.94199985"
"1312.5", "0.99153304", "-0.4441678", "0.94199985"
"1312.6", "0.83755326", "-0.41147906", "0.94199985"
"1312.7", "0.6957127", "-0.37776726", "0.94199985"
"1312.8", "0.566538", "-0.34173435", "0.94199985"
"1312.9", "0.44978252", "-0.30678815", "0.94199985"
"1313", "0.34549028", "-0.2724549", "0.94199985"
"1313.1", "0.25381595", "-0.23731825", "0.94199985"
"1313.2", "0.17491724", "-0.20168364", "0.94199985"
"1313.3", "0.108934365", "-0.1654221", "0.94199985"
"1313.4", "0.056673728", "-0.12674418", "0.94199985"
"1313.5", "0.018764872", "-0.08275261", "0.94199985"
"1313.6", "-0.004142773", "-0.05831274", "0.94199985"
"1313.7", "-0.059181776", "-0.294947", "0.94199985"
"1313.8", "-0.05071678", "0.15355115", "0.94199985"
"1313.9", "-0.02738855", "0.037354685", "0.94199985"
"1314", "-0.013746378", "0.027420107", "0.94199985"
"1314.1", "-0.009007515", "0.001637788", "0.94199985"
"1314.2", "-0.008595184", "-0.000451345", "0.94199985"
"1314.3", "-0.008296084", "0.001667652", "0.94199985"
"1314.4", "-0.007619504", "0.001860801", "0.94199985"
"1314.5", "-0.007259031", "-0.000238499", "0.94199985"
"1314.6", "-0.007545523", "-0.001810471", "0.94199985"
"1314.7", "-0.008314997", "-0.002815935", "0.94199985"
"1314.8", "-0.009202337", "-0.002633834", "0.94199985"
"1314.9", "-0.009367715", "0.000567007", "0.94199985"
"1315", "-0.008862961", "0.002247285", "0.94199985"
"1315.1", "-0.008488998", "0.00099518", "0.94199985"
"1315.2", "-0.008421954", "0.000144969", "0.94199985"
"1315.3", "-0.008464864", "-0.000126786", "0.94199985"
"1315.4", "-0.008493037", "-0.000106206", "0.94199985"
"1315.5", "-0.008516969", "-6.94E-05", "0.94199985"
"1315.6", "-0.008517516", "-3.06E-05", "0.94199985"
"1315.7", "-0.00851835", "-2.30E-06", "0.94199985"
"1315.8", "-0.008520038", "-4.06E-06", "0.94199985"
"1315.9", "-0.008521725", "-4.30E-06", "0.94199985"
"1316", "-0.008523412", "-4.43E-06", "0.94199985"
"1316.1", "-0.008524251", "-3.91E-06", "0.94199985"
"1316.2", "-0.008524466", "-2.74E-06", "0.94199985"
"1316.3", "-0.008524681", "-1.68E-06", "0.94199985"
"1316.4", "-0.008524895", "-6.94E-07", "0.94199985"
"1316.5", "-0.00852507", "-5.39E-07", "0.94199985"
"1316.6", "-0.008525239", "-5.21E-07", "0.94199985"
"1316.7", "-0.00852541", "-5.00E-07", "0.94199985"
"1316.8", "-0.008525587", "-4.71E-07", "0.94199985"
"1316.9", "-0.0085258", "-4.74E-07", "0.94199985"
"1317", "-0.008526032", "-4.93E-07", "0.94199985"
"1317.1", "-0.00852628", "-5.23E-07", "0.94199985"
"1317.2", "-0.008526545", "-5.67E-07", "0.94199985"
"1317.3", "-0.008526826", "-6.26E-07", "0.94199985"
"1317.4", "-0.008527125", "-7.00E-07", "0.94199985"
"1317.5", "-0.008527442", "-7.88E-07", "0.94199985"
"1317.6", "-0.008527748", "-8.48E-07", "0.94199985"
"1317.7", "-0.008528061", "-9.04E-07", "0.94199985"
"1317.8", "-0.008528383", "-9.64E-07", "0.94199985"
"1317.9", "-0.008528717", "-1.02E-06", "0.94199985"
"1318", "-0.008529058", "-1.09E-06", "0.94199985"
"1318.1", "-0.00852941", "-1.15E-06", "0.94199985"
"1318.2", "-0.008529771", "-1.22E-06", "0.94199985"
"1318.3", "-0.008545821", "-2.25E-05", "0.94199985"
"1318.4", "-0.008582169", "-6.70E-05", "0.94199985"
"1318.5", "-0.008626187", "-0.000114508", "0.94199985"
"1318.6", "-0.008677874", "-0.000168079", "0.94199985"
"1318.7", "-0.008789504", "-0.000323706", "0.94199985"
"1318.8", "-0.008945015", "-0.000518058", "0.94199985"
"1318.9", "-0.009473676", "-0.002044894", "0.94199985"
"1318.9729", "-0.009845743", "-0.000548176", "0.94199985"
"1318.9729", "-0.009845749", "-0.00054796", "0.94199985"
"1318.9729", "-0.009845873", "-0.000543489", "0.94199985"
"1319", "-0.009689748", "0.002889369", "0.94199985"
"1319.1", "-0.003102798", "0.030486025", "0.94199985"
"1319.2", "0.013828849", "0.055542", "0.9419998"
"1319.3", "0.038756616", "0.08138115", "0.9419998"
"1319.4", "0.07311438", "0.10902432", "0.9419998"
"1319.5", "0.1172671", "0.13560909", "0.9419998"
"1319.6", "0.17079148", "0.16131622", "0.9419998"
"1319.7", "0.23314048", "0.18521164", "0.9419998"
"1319.8", "0.30342695", "0.20627594", "0.9419998"
"1319.9", "0.38128144", "0.22662741", "0.94199973"
"1320", "0.46583378", "0.24399619", "0.94199973"
"1320.0157", "0.47976908", "0.24673808", "0.94199973"
"1320.1", "0.55715716", "0.2593497", "0.9419997"
"1320.2", "0.6532254", "0.26986828", "0.9419996"
"1320.3", "0.75279605", "0.2816237", "0.94199955"
"1320.4", "0.85548085", "0.28946102", "0.9419995"
"1320.5", "0.96085644", "0.29634762", "0.94199944"
"1320.6", "1.0689015", "0.30371925", "0.9419994"
"1320.7", "1.1789223", "0.30821258", "0.94199926"
"1320.8", "1.2910662", "0.3147118", "0.94199914"
"1320.9", "1.4056021", "0.32137614", "0.941999"
"1321", "1.5223737", "0.32739308", "0.9419989"
"1321.0157", "1.5410814", "0.3286143", "0.94199884"
"1321.1", "1.6424036", "0.33642733", "0.9419987"
"1321.2", "1.765562", "0.34455758", "0.94199854"
"1321.3", "1.8920008", "0.35598177", "0.94199836"
"1321.4", "2.022316", "0.3676047", "0.9419982"
"1321.5", "2.157142", "0.38084626", "0.94199795"
"1321.6", "2.2968993", "0.39529586", "0.9419977"
"1321.7", "2.44191", "0.4100392", "0.9419974"
"1321.8", "2.5925186", "0.42627454", "0.9419971"
"1321.9", "2.7493072", "0.4442684", "0.94199675"
"1322", "2.9123058", "0.4613995", "0.94199634"
"1322.1", "3.0819535", "0.4809519", "0.9419959"
"1322.2", "3.2587168", "0.5012217", "0.9419955"
"1322.3", "3.442832", "0.5218817", "0.94199497"
"1322.4", "3.6345718", "0.54357946", "0.94199437"
"1322.5", "3.834178", "0.56565595", "0.9419938"
"1322.6", "4.0419855", "0.5887645", "0.94199306"
"1322.7", "4.2581906", "0.61256146", "0.9419923"
"1322.8", "4.482844", "0.63614154", "0.94199145"
"1322.9", "4.71595", "0.6595052", "0.9419905"
"1323", "4.9574466", "0.6824938", "0.9419895"
"1323.1", "5.207187", "0.7052333", "0.94198835"
"1323.2", "5.4651036", "0.72765243", "0.94198716"
"1323.3", "5.7310667", "0.7498322", "0.94198585"
"1323.4", "6.0049925", "0.77181333", "0.94198436"
"1323.5", "6.286824", "0.79372096", "0.9419828"
"1323.6", "6.5764456", "0.8153259", "0.94198114"
"1323.7", "6.8737373", "0.8363253", "0.9419793"
"1323.8", "7.17851", "0.8568124", "0.9419773"
"1323.9", "7.4905868", "0.8767262", "0.9419752"
"1324", "7.809804", "0.89630514", "0.9419729"
"1324.1", "8.135976", "0.91548795", "0.94197047"
"1324.2", "8.468931", "0.9341231", "0.94196784"
"1324.3", "8.808491", "0.95223516", "0.94196504"
"1324.4", "9.154432", "0.96973306", "0.94196206"
"1324.5", "9.506333", "0.9861738", "0.94195884"
"1324.6", "9.864049", "1.0015329", "0.9419555"
"1324.7", "10.226894", "1.0154628", "0.94195193"
"1324.8", "10.59445", "1.0277603", "0.9419482"
"1324.9", "10.96602", "1.0375106", "0.94194424"
"1325", "11.340141", "1.0423946", "0.9419401"
"1325.1", "11.714972", "1.0414412", "0.9419359"
"1325.2", "12.08836", "1.0333513", "0.9419315"
"1325.3", "12.457989", "1.0196979", "0.941927"
"1325.4", "12.822311", "1.0021318", "0.9419225"
"1325.5", "13.180054", "0.98324275", "0.94191796"
"1325.6", "13.530656", "0.9632944", "0.9419134"
"1325.7", "13.873809", "0.9424051", "0.94190884"
"1325.8", "14.209325", "0.92123884", "0.9419043"
"1325.9", "14.537846", "0.90275925", "0.9418998"
"1326", "14.8612795", "0.8927109", "0.94189525"
"1326.1", "15.180125", "0.8804576", "0.9418907"
"1326.2", "15.494882", "0.8686472", "0.9418862"
"1326.3", "15.805668", "0.8577359", "0.9418816"
"1326.4", "16.113125", "0.84915686", "0.941877"
"1326.5", "16.417599", "0.8416264", "0.94187236"
"1326.6", "16.719591", "0.8352691", "0.9418677"
"1326.7", "17.0196", "0.83056796", "0.94186306"
"1326.8", "17.317806", "0.8258256", "0.9418583"
"1326.9", "17.614388", "0.8215618", "0.9418535"
"1327", "17.909384", "0.81727916", "0.9418487"
"1327.1", "18.202583", "0.8124824", "0.94184387"
"1327.2", "18.49383", "0.80674374", "0.941839"
"1327.3", "18.783049", "0.80065405", "0.94183403"
"1327.4", "19.07011", "0.7942246", "0.9418291"
"1327.5", "19.354382", "0.78642625", "0.94182414"
"1327.6", "19.63558", "0.7768403", "0.9418192"
"1327.7", "19.912802", "0.76568395", "0.94181424"
"1327.8", "20.18579", "0.7529532", "0.9418093"
"1327.9", "20.453987", "0.73861337", "0.9418044"
"1328", "20.716616", "0.72295845", "0.9417996"
"1328.1", "20.973473", "0.7058882", "0.9417949"
"1328.2", "21.223965", "0.687339", "0.94179016"
"1328.3", "21.467587", "0.66745156", "0.94178563"
"1328.4", "21.703949", "0.6462876", "0.94178116"
"1328.5", "21.93263", "0.6239154", "0.9417768"
"1328.6", "22.153166", "0.60051614", "0.9417726"
"1328.7", "22.365114", "0.5761707", "0.9417685"
"1328.8", "22.568123", "0.5510526", "0.9417646"
"1328.9", "22.762474", "0.5259159", "0.9417608"
"1329", "22.947664", "0.5008126", "0.9417572"
"1329.1", "23.123657", "0.47580838", "0.94175375"
"1329.2", "23.290674", "0.45072493", "0.94175047"
"1329.3", "23.448477", "0.42583814", "0.9417473"
"1329.4", "23.597492", "0.4012494", "0.9417443"
"1329.5", "23.737637", "0.37707418", "0.9417415"
"1329.6", "23.869072", "0.35320124", "0.9417389"
"1329.7", "23.991936", "0.32956627", "0.9417364"
"1329.8", "24.106361", "0.30634505", "0.9417341"
"1329.9", "24.212618", "0.28395352", "0.94173187"
"1330", "24.310898", "0.26227516", "0.94172984"
"1330.1", "24.401468", "0.24126826", "0.9417279"
"1330.2", "24.485003", "0.22212967", "0.9417261"
"1330.3", "24.561945", "0.20515925", "0.94172436"
"1330.4", "24.632677", "0.18877867", "0.9417228"
"1330.5", "24.697775", "0.17363644", "0.9417213"
"1330.6", "24.757965", "0.1610074", "0.9417199"
"1330.7", "24.813772", "0.14966612", "0.9417186"
"1330.8", "24.865835", "0.13996236", "0.94171727"
"1330.9", "24.914917", "0.13284698", "0.9417161"
"1331", "24.962147", "0.12928861", "0.9417149"
"1331.1", "25.00826", "0.12763427", "0.94171375"
"1331.2", "25.054005", "0.12716699", "0.9417126"
"1331.3", "25.100206", "0.12957425", "0.9417114"
"1331.4", "25.147898", "0.13541338", "0.94171023"
"1331.5", "25.197672", "0.14181484", "0.941709"
"1331.6", "25.250298", "0.15063296", "0.9417077"
"1331.7", "25.306133", "0.15989605", "0.94170636"
"1331.8", "25.365686", "0.17087539", "0.94170487"
"1331.9", "25.429153", "0.18191859", "0.9417034"
"1332", "25.496838", "0.19396573", "0.94170177"
"1332.1", "25.568817", "0.2058451", "0.9417001"
"1332.2", "25.64482", "0.21660715", "0.9416983"
"1332.3", "25.724962", "0.22826855", "0.94169647"
"1332.4", "25.808952", "0.2385775", "0.94169456"
"1332.5", "25.896378", "0.24735628", "0.9416926"
"1332.6", "25.986746", "0.25467232", "0.9416905"
"1332.7", "26.079891", "0.2620165", "0.9416884"
"1332.8", "26.17561", "0.26929012", "0.9416862"
"1332.9", "26.273663", "0.27546367", "0.941684"
"1333", "26.37363", "0.27992675", "0.9416817"
"1333.1", "26.475105", "0.28366044", "0.9416794"
"1333.2", "26.577984", "0.2877057", "0.94167703"
"1333.3", "26.681938", "0.29056016", "0.94167465"
"1333.4", "26.787086", "0.2935037", "0.94167227"
"1333.5", "26.894217", "0.29810348", "0.9416698"
"1333.6", "27.003075", "0.30271876", "0.94166726"
"1333.7", "27.113964", "0.3093156", "0.9416647"
"1333.8", "27.22714", "0.31647566", "0.9416621"
"1333.9", "27.342827", "0.3253114", "0.9416594"
"1334", "27.46185", "0.33493203", "0.94165665"
"1334.1", "27.584433", "0.34520563", "0.9416538"
"1334.2", "27.710926", "0.3565493", "0.9416508"
"1334.3", "27.841692", "0.36900893", "0.9416477"
"1334.4", "27.97693", "0.38173488", "0.94164455"
"1334.5", "28.116703", "0.3944489", "0.9416412"
"1334.6", "28.261208", "0.40795574", "0.94163775"
"1334.7", "28.410452", "0.42123878", "0.9416342"
"1334.8", "28.564438", "0.4341875", "0.9416305"
"1334.9", "28.723091", "0.44708294", "0.94162667"
"1335", "28.886171", "0.4588546", "0.9416227"
"1335.1", "29.053606", "0.47098166", "0.94161856"
"1335.2", "29.225023", "0.48172137", "0.94161433"
"1335.3", "29.400383", "0.4925275", "0.94161"
"1335.4", "29.579298", "0.50210273", "0.94160557"
"1335.5", "29.761503", "0.51063937", "0.941601"
"1335.6", "29.946886", "0.51936895", "0.94159627"
"1335.7", "30.135168", "0.5270446", "0.9415915"
"1335.8", "30.325863", "0.53314996", "0.9415866"
"1335.9", "30.519007", "0.53965306", "0.94158167"
"1336", "30.714384", "0.5458868", "0.9415766"
"1336.1", "30.911575", "0.55049556", "0.9415714"
"1336.2", "31.110075", "0.5533316", "0.9415662"
"1336.3", "31.309504", "0.55545324", "0.9415609"
"1336.4", "31.509039", "0.5565079", "0.9415557"
"1336.5", "31.708809", "0.55653626", "0.9415503"
"1336.6", "31.908314", "0.5555228", "0.94154495"
"1336.7", "32.107254", "0.5534437", "0.9415396"
"1336.8", "32.305447", "0.55023044", "0.94153416"
"1336.9", "32.50179", "0.54561394", "0.9415288"
"1337", "32.696747", "0.5397641", "0.94152343"
"1337.1", "32.889137", "0.5333539", "0.9415181"
"1337.2", "33.079433", "0.52609015", "0.9415128"
"1337.3", "33.267044", "0.5185622", "0.9415076"
"1337.4", "33.45201", "0.5107288", "0.9415024"
"1337.5", "33.634205", "0.5024421", "0.9414972"
"1337.6", "33.813305", "0.49360967", "0.94149214"
"1337.7", "33.989376", "0.4845568", "0.94148713"
"1337.8", "34.162743", "0.4766631", "0.9414821"
"1337.9", "34.333313", "0.46996307", "0.94147724"
"1338", "34.50103", "0.46246403", "0.94147235"
"1338.1", "34.665928", "0.45451158", "0.9414676"
"1338.2", "34.82808", "0.44673395", "0.9414628"
"1338.3", "34.98751", "0.43904448", "0.94145817"
"1338.4", "35.144432", "0.43200287", "0.9414535"
"1338.5", "35.29891", "0.4254983", "0.9414489"
"1338.6", "35.451344", "0.41982776", "0.94144434"
"1338.7", "35.60156", "0.41437393", "0.94143987"
"1338.8", "35.749527", "0.40814692", "0.9414354"
"1338.9", "35.89544", "0.4022812", "0.941431"
"1339", "36.039383", "0.3970377", "0.9414266"
"1339.1", "36.181316", "0.39155743", "0.9414222"
"1339.2", "36.321102", "0.38565406", "0.94141793"
"1339.3", "36.458614", "0.37896842", "0.9414137"
"1339.4", "36.593452", "0.37146708", "0.9414095"
"1339.5", "36.725616", "0.36331594", "0.9414054"
"1339.6", "36.854843", "0.35486925", "0.94140136"
"1339.7", "36.980824", "0.34547785", "0.94139737"
"1339.8", "37.103252", "0.3349788", "0.9413935"
"1339.9", "37.221745", "0.32350302", "0.94138974"
"1340", "37.33582", "0.3108402", "0.94138604"
"1340.1", "37.445015", "0.29684138", "0.9413825"
"1340.2", "37.54888", "0.28138503", "0.94137913"
"1340.3", "37.6472", "0.26562122", "0.94137585"
"1340.4", "37.74009", "0.24994661", "0.9413727"
