"Time", "controlBus.chassisBus.longitudinalVelocity|km/h", "controlBus.chassisBus.longitudinalAcceleration|m/s2", "controlBus.batteryBus_1.SOC"
"361", "95.908005", "0.10564534", "0.9621312"
"361.1", "95.9467", "0.106853954", "0.9621241"
"361.2", "95.98568", "0.10796661", "0.962117"
"361.3", "96.02495", "0.108978465", "0.9621099"
"361.4", "96.06443", "0.1096799", "0.9621028"
"361.5", "96.10349", "0.108107574", "0.9620957"
"361.6", "96.14185", "0.106197715", "0.9620886"
"361.7", "96.179634", "0.10428898", "0.96208155"
"361.8", "96.21678", "0.10236126", "0.9620746"
"361.9", "96.25325", "0.10039566", "0.9620676"
"362", "96.288994", "0.09842802", "0.96206063"
"362.1", "96.324036", "0.09644906", "0.9620538"
"362.2", "96.35835", "0.09442934", "0.9620469"
"362.3", "96.39197", "0.09241996", "0.96204007"
"362.4", "96.425026", "0.090765335", "0.96203333"
"362.5", "96.45747", "0.08933062", "0.96202654"
"362.6", "96.48951", "0.08806661", "0.9620198"
"362.7", "96.52104", "0.08694185", "0.9620131"
"362.8", "96.55164", "0.08406579", "0.96200645"
"362.9", "96.58136", "0.08128815", "0.9619999"
"363", "96.61026", "0.079151", "0.96199334"
"363.1", "96.638336", "0.07769979", "0.96198684"
"363.2", "96.66587", "0.076459", "0.96198034"
"363.3", "96.69302", "0.075432695", "0.96197385"
"363.4", "96.71985", "0.07453258", "0.9619674"
"363.5", "96.7464", "0.07378553", "0.96196103"
"363.6", "96.77324", "0.0749523", "0.96195453"
"363.7", "96.800545", "0.076495245", "0.9619481"
"363.8", "96.82837", "0.07795115", "0.96194154"
"363.9", "96.85671", "0.07942911", "0.961935"
"364", "96.885574", "0.08086461", "0.9619284"
"364.1", "96.91488", "0.08192853", "0.9619218"
"364.2", "96.944275", "0.0817855", "0.96191514"
"364.3", "96.973335", "0.08028099", "0.9619086"
"364.4", "97.00198", "0.07902293", "0.96190196"
"364.5", "97.03022", "0.077915154", "0.9618954"
"364.6", "97.05806", "0.07679164", "0.96188885"
"364.7", "97.084915", "0.07537008", "0.96188235"
"364.8", "97.111435", "0.073825024", "0.96187586"
"364.9", "97.137146", "0.072034426", "0.9618695"
"365", "97.16223", "0.07027697", "0.96186304"
"365.1", "97.18685", "0.06858454", "0.9618567"
"365.2", "97.210846", "0.06708671", "0.96185035"
"365.3", "97.2339", "0.06491971", "0.9618441"
"365.4", "97.25627", "0.06229063", "0.9618378"
"365.5", "97.27752", "0.05904281", "0.9618317"
"365.6", "97.29771", "0.056182604", "0.9618256"
"365.7", "97.31706", "0.05377562", "0.9618195"
"365.8", "97.335686", "0.051718283", "0.9618135"
"365.9", "97.35362", "0.04998659", "0.96180755"
"366", "97.37047", "0.04831353", "0.96180165"
"366.1", "97.387184", "0.04664905", "0.96179575"
"366.2", "97.40308", "0.04517462", "0.9617899"
"366.3", "97.41879", "0.04379277", "0.96178406"
"366.4", "97.433975", "0.042798385", "0.9617782"
"366.5", "97.44898", "0.0418564", "0.96177244"
"366.6", "97.46373", "0.0409926", "0.96176666"
"366.7", "97.47756", "0.038155127", "0.96176094"
"366.8", "97.490524", "0.035521537", "0.9617553"
"366.9", "97.50226", "0.033361346", "0.9617497"
"367", "97.5134", "0.031420734", "0.96174407"
"367.1", "97.52401", "0.029674798", "0.9617386"
"367.2", "97.53408", "0.028106239", "0.96173304"
"367.3", "97.543755", "0.026666662", "0.9617276"
"367.4", "97.55306", "0.025349706", "0.96172214"
"367.5", "97.56199", "0.024145206", "0.9617167"
"367.6", "97.57051", "0.023031805", "0.9617113"
"367.7", "97.578636", "0.022018965", "0.9617059"
"367.8", "97.58655", "0.02125415", "0.96170056"
"367.9", "97.59432", "0.020820813", "0.9616952"
"368", "97.60188", "0.02064517", "0.96168983"
"368.1", "97.609375", "0.020442765", "0.96168447"
"368.2", "97.61678", "0.02029609", "0.96167916"
"368.3", "97.62402", "0.02006678", "0.9616738"
"368.4", "97.63107", "0.01955756", "0.9616685"
"368.5", "97.63794", "0.018907227", "0.9616632"
"368.6", "97.64446", "0.018507656", "0.9616579"
"368.7", "97.650986", "0.018107923", "0.9616526"
"368.8", "97.65737", "0.017770968", "0.96164733"
"368.9", "97.663284", "0.01583601", "0.9616421"
"369", "97.66809", "0.012521111", "0.9616369"
"369.1", "97.67159", "0.009513536", "0.9616318"
"369.2", "97.67405", "0.006789823", "0.96162677"
"369.3", "97.675606", "0.0043237", "0.96162176"
"369.4", "97.67656", "0.002051062", "0.9616168"
"369.5", "97.67672", "-0.000656857", "0.9616119"
"369.6", "97.67564", "-0.004796016", "0.96160716"
"369.7", "97.67309", "-0.00911241", "0.9616024"
"369.8", "97.669", "-0.012754106", "0.9615978"
"369.9", "97.66328", "-0.015875755", "0.9615933"
"370", "97.6566", "-0.018584894", "0.96158886"
"370.1", "97.64926", "-0.020869736", "0.96158445"
"370.2", "97.64137", "-0.022718234", "0.96158004"
"370.3", "97.632965", "-0.024250196", "0.9615757"
"370.4", "97.62404", "-0.025497068", "0.9615714"
"370.5", "97.61473", "-0.02658545", "0.9615671"
"370.6", "97.60502", "-0.02750929", "0.9615629"
"370.7", "97.594986", "-0.028395742", "0.96155864"
"370.8", "97.58465", "-0.029153634", "0.9615544"
"370.9", "97.5741", "-0.029608304", "0.9615502"
"371", "97.56338", "-0.029902123", "0.961546"
"371.1", "97.55252", "-0.030260162", "0.96154183"
"371.2", "97.54131", "-0.031261656", "0.96153766"
"371.3", "97.52959", "-0.033318695", "0.96153355"
"371.4", "97.51696", "-0.03632062", "0.9615295"
"371.5", "97.50323", "-0.039721254", "0.9615255"
"371.6", "97.488396", "-0.042696547", "0.9615216"
"371.7", "97.472305", "-0.045423653", "0.96151775"
"371.8", "97.45494", "-0.048255533", "0.96151406"
"371.9", "97.43618", "-0.053343683", "0.96151036"
"372", "97.415596", "-0.05830076", "0.96150684"
"372.1", "97.393005", "-0.062729925", "0.96150345"
"372.2", "97.36893", "-0.06690495", "0.9615001"
"372.3", "97.343155", "-0.07163524", "0.96149695"
"372.4", "97.31563", "-0.077278845", "0.96149385"
"372.5", "97.28606", "-0.08256597", "0.96149087"
"372.6", "97.25487", "-0.087289244", "0.96148807"
"372.7", "97.2221", "-0.091517374", "0.9614853"
"372.8", "97.18781", "-0.09596247", "0.9614827"
"372.9", "97.15173", "-0.101883195", "0.96148014"
"373", "97.11339", "-0.10688316", "0.9614778"
"373.1", "97.073586", "-0.11129883", "0.96147555"
"373.2", "97.03232", "-0.11516727", "0.96147335"
"373.3", "96.98978", "-0.11936731", "0.96147126"
"373.4", "96.94537", "-0.12513317", "0.9614693"
"373.5", "96.898796", "-0.12992483", "0.9614675"
"373.6", "96.85087", "-0.13395093", "0.9614658"
"373.7", "96.80163", "-0.13757281", "0.96146417"
"373.8", "96.75112", "-0.1409447", "0.9614626"
"373.9", "96.69918", "-0.1461021", "0.9614611"
"374", "96.64523", "-0.15098976", "0.9614598"
"374.1", "96.589745", "-0.15521398", "0.9614586"
"374.2", "96.5331", "-0.15891406", "0.96145743"
"374.3", "96.47536", "-0.16164233", "0.96145624"
"374.4", "96.4166", "-0.16490774", "0.961455"
"374.5", "96.35633", "-0.16982414", "0.9614538"
"374.6", "96.29451", "-0.17383459", "0.9614526"
"374.7", "96.23128", "-0.17744382", "0.9614514"
"374.8", "96.1671", "-0.18012184", "0.9614502"
"374.9", "96.10238", "-0.18122722", "0.961449"
"375", "96.03707", "-0.18247212", "0.96144783"
"375.1", "95.971176", "-0.18379974", "0.9614466"
"375.2", "95.90476", "-0.18525146", "0.9614454"
"375.3", "95.8378", "-0.18673779", "0.9614442"
"375.4", "95.770325", "-0.18813744", "0.961443"
"375.5", "95.70239", "-0.18937737", "0.9614418"
"375.6", "95.63411", "-0.1901799", "0.9614406"
"375.7", "95.565506", "-0.19076008", "0.96143943"
"375.8", "95.49659", "-0.1913249", "0.96143824"
"375.9", "95.427414", "-0.19191203", "0.96143705"
"376", "95.358", "-0.19278948", "0.96143585"
"376.1", "95.28805", "-0.19555731", "0.96143466"
"376.2", "95.21731", "-0.19802798", "0.9614335"
"376.3", "95.14567", "-0.19991238", "0.9614323"
"376.4", "95.07325", "-0.20327716", "0.96143156"
"376.5", "94.99912", "-0.20772345", "0.96143156"
"376.6", "94.923904", "-0.20971602", "0.96143156"
"376.7", "94.84853", "-0.20907317", "0.96143156"
"376.7382", "94.81982", "-0.20883515", "0.96143156"
"376.8", "94.77341", "-0.20840654", "0.96143156"
"376.9", "94.6985", "-0.2077757", "0.96143156"
"377", "94.623924", "-0.20653583", "0.96143156"
"377.1", "94.54983", "-0.20514236", "0.96143156"
"377.2", "94.47645", "-0.20208679", "0.96143156"
"377.2227", "94.46001", "-0.20014684", "0.96143156"
"377.22504", "94.45833", "-0.19983973", "0.9614315"
"377.3", "94.40488", "-0.19684616", "0.96143067"
"377.4", "94.33463", "-0.1936091", "0.9614295"
"377.5", "94.26554", "-0.19041468", "0.9614283"
"377.6", "94.19753", "-0.18758939", "0.9614271"
"377.7", "94.13052", "-0.18481497", "0.96142596"
"377.8", "94.06456", "-0.18162642", "0.96142477"
"377.9", "94.00017", "-0.17617263", "0.9614236"
"378", "93.937675", "-0.17203003", "0.96142244"
"378.1", "93.87678", "-0.1674941", "0.96142125"
"378.2", "93.817276", "-0.16345811", "0.96142006"
"378.3", "93.75958", "-0.1585882", "0.9614189"
"378.4", "93.703705", "-0.15303648", "0.96141773"
"378.5", "93.649605", "-0.14792784", "0.96141654"
"378.6", "93.59722", "-0.14343035", "0.9614154"
"378.7", "93.54636", "-0.13931346", "0.9614141"
"378.8", "93.49711", "-0.13433954", "0.9614127"
"378.9", "93.44989", "-0.12840861", "0.96141124"
"379", "93.40459", "-0.12350348", "0.9614096"
"379.1", "93.36095", "-0.11917815", "0.96140796"
"379.2", "93.31891", "-0.115408905", "0.9614061"
"379.3", "93.27855", "-0.1107848", "0.96140426"
"379.4", "93.24007", "-0.10527242", "0.96140224"
"379.5", "93.20366", "-0.10065204", "0.9614001"
"379.6", "93.16859", "-0.096672855", "0.9613978"
"379.7", "93.13484", "-0.09311505", "0.96139556"
"379.8", "93.10238", "-0.089347675", "0.9613932"
"379.9", "93.07161", "-0.084105805", "0.9613907"
"380", "93.04287", "-0.07930106", "0.9613881"
"380.1", "93.01566", "-0.07503194", "0.96138537"
"380.2", "92.9898", "-0.07134114", "0.9613826"
"380.3", "92.965096", "-0.06822397", "0.96137977"
"380.4", "92.94181", "-0.06366895", "0.96137685"
"380.5", "92.920265", "-0.058661237", "0.9613738"
"380.6", "92.900566", "-0.05444051", "0.96137065"
"380.7", "92.882164", "-0.05063046", "0.9613674"
"380.8", "92.86523", "-0.04691264", "0.96136415"
"380.9", "92.84941", "-0.043692496", "0.96136075"
"381", "92.834816", "-0.039390627", "0.9613573"
"381.1", "92.822014", "-0.034754883", "0.9613537"
"381.2", "92.81094", "-0.030828921", "0.9613501"
"381.3", "92.801125", "-0.02711837", "0.9613463"
"381.4", "92.79292", "-0.021921923", "0.9613425"
"381.5", "92.78652", "-0.017119896", "0.9613385"
"381.6", "92.78163", "-0.013036597", "0.9613345"
"381.7", "92.77798", "-0.009497844", "0.9613304"
"381.8", "92.775215", "-0.006562525", "0.96132624"
"381.9", "92.77317", "-0.004386563", "0.961322"
"382", "92.77175", "-0.003066884", "0.9613178"
"382.1", "92.77099", "-0.001327211", "0.9613135"
"382.2", "92.770775", "0.000187002", "0.9613092"
"382.3", "92.770935", "0.001309246", "0.96130484"
"382.4", "92.77134", "0.002013648", "0.9613005"
"382.5", "92.77196", "0.002322377", "0.9612961"
"382.6", "92.77254", "0.002248601", "0.96129173"
"382.7", "92.77317", "0.001827584", "0.9612874"
"382.8", "92.773605", "0.00140465", "0.961283"
"382.9", "92.77396", "0.000845493", "0.9612787"
"383", "92.77415", "0.000382259", "0.9612743"
"383.1", "92.77419", "-6.86E-05", "0.96127"
"383.2", "92.77408", "-0.000493311", "0.9612657"
"383.3", "92.77379", "-0.001002261", "0.96126133"
"383.4", "92.7732", "-0.001846659", "0.96125704"
"383.5", "92.77233", "-0.002767705", "0.96125275"
"383.6", "92.77115", "-0.003666714", "0.9612485"
"383.7", "92.7697", "-0.004435192", "0.9612443"
"383.8", "92.76796", "-0.005194248", "0.96124005"
"383.9", "92.765686", "-0.00676524", "0.9612359"
"384", "92.76268", "-0.00920519", "0.9612317"
"384.1", "92.75871", "-0.012264958", "0.9612276"
"384.2", "92.753685", "-0.015352989", "0.9612236"
"384.3", "92.747604", "-0.018298553", "0.96121967"
"384.4", "92.74054", "-0.020976221", "0.96121573"
"384.5", "92.73257", "-0.023357995", "0.9612119"
"384.6", "92.723785", "-0.025486203", "0.9612081"
"384.7", "92.71423", "-0.027546369", "0.96120435"
"384.8", "92.70358", "-0.03141681", "0.9612007"
"384.9", "92.69113", "-0.035649955", "0.96119714"
"385", "92.67708", "-0.039548744", "0.9611937"
"385.1", "92.66182", "-0.042924024", "0.9611903"
"385.2", "92.645584", "-0.04577882", "0.96118695"
"385.3", "92.6286", "-0.048224583", "0.96118367"
"385.4", "92.61054", "-0.05037702", "0.96118045"
"385.5", "92.5916", "-0.052897267", "0.9611773"
"385.6", "92.57132", "-0.05749144", "0.9611742"
"385.7", "92.54931", "-0.06160216", "0.96117127"
"385.8", "92.52587", "-0.06512409", "0.96116835"
"385.9", "92.50143", "-0.06806675", "0.96116555"
"386", "92.47616", "-0.07061086", "0.9611628"
"386.1", "92.44999", "-0.07330125", "0.96116006"
"386.2", "92.422386", "-0.07816073", "0.9611575"
"386.3", "92.39289", "-0.08277963", "0.961155"
"386.4", "92.36184", "-0.08697346", "0.9611526"
"386.5", "92.32943", "-0.09063557", "0.9611503"
"386.6", "92.296165", "-0.09368254", "0.961148"
"386.7", "92.26179", "-0.09662565", "0.9611458"
"386.8", "92.22569", "-0.10145638", "0.9611438"
"386.9", "92.187805", "-0.10590713", "0.9611418"
"387", "92.148285", "-0.10993606", "0.96114"
"387.1", "92.10742", "-0.11380089", "0.9611382"
"387.2", "92.0654", "-0.11710504", "0.9611365"
"387.3", "92.022514", "-0.12019947", "0.96113485"
"387.4", "91.978355", "-0.1246321", "0.9611333"
"387.5", "91.93215", "-0.12820715", "0.9611319"
"387.6", "91.884636", "-0.13222377", "0.96113056"
"387.7", "91.83568", "-0.13759646", "0.9611293"
"387.8", "91.78506", "-0.1421971", "0.9611281"
"387.9", "91.73352", "-0.14367457", "0.961127"
"388", "91.68165", "-0.14444749", "0.96112585"
"388.1", "91.62954", "-0.1450027", "0.9611247"
"388.2", "91.57726", "-0.14536318", "0.9611236"
"388.3", "91.52489", "-0.14558394", "0.9611224"
"388.4", "91.472496", "-0.14554057", "0.96112126"
"388.5", "91.420204", "-0.14514314", "0.9611201"
"388.6", "91.36819", "-0.1444354", "0.961119"
"388.7", "91.31647", "-0.1434431", "0.96111786"
"388.8", "91.26517", "-0.14222634", "0.96111673"
"388.9", "91.21423", "-0.14097233", "0.96111554"
"389", "91.16368", "-0.13991198", "0.9611144"
"389.1", "91.11341", "-0.1390788", "0.9611133"
"389.2", "91.06338", "-0.13854471", "0.96111214"
"389.3", "91.0136", "-0.1379496", "0.961111"
"389.4", "90.96408", "-0.13723472", "0.9611099"
"389.5", "90.91484", "-0.1364338", "0.9611087"
"389.6", "90.86583", "-0.13579237", "0.9611075"
"389.7", "90.81702", "-0.13532767", "0.96110636"
"389.8", "90.76825", "-0.13535719", "0.96110517"
"389.9", "90.719696", "-0.13429983", "0.961104"
"390", "90.671844", "-0.1318207", "0.9611027"
"390.1", "90.62479", "-0.12971452", "0.9611015"
"390.2", "90.57855", "-0.12732157", "0.9611001"
"390.3", "90.533356", "-0.12504879", "0.96109873"
"390.4", "90.48834", "-0.1253157", "0.96109736"
"390.5", "90.44312", "-0.12586623", "0.961096"
"390.6", "90.39772", "-0.12636065", "0.9610946"
"390.7", "90.35219", "-0.12647174", "0.9610933"
"390.8", "90.307106", "-0.12406936", "0.96109194"
"390.9", "90.26289", "-0.12169536", "0.9610905"
"391", "90.219536", "-0.11933493", "0.961089"
"391.1", "90.176926", "-0.11743037", "0.9610875"
"391.2", "90.13493", "-0.11591422", "0.961086"
"391.3", "90.09339", "-0.11472256", "0.9610844"
"391.4", "90.05234", "-0.11373205", "0.9610828"
"391.5", "90.01192", "-0.11108024", "0.96108115"
"391.6", "89.97286", "-0.10683351", "0.9610795"
"391.7", "89.935165", "-0.10285", "0.9610777"
"391.8", "89.89882", "-0.09929233", "0.9610758"
"391.9", "89.86366", "-0.09622434", "0.9610739"
"392", "89.82952", "-0.093512625", "0.96107185"
"392.1", "89.796425", "-0.09031308", "0.9610698"
"392.2", "89.76481", "-0.08566396", "0.9610677"
"392.3", "89.73479", "-0.08133986", "0.9610654"
"392.4", "89.70624", "-0.07745608", "0.96106315"
"392.5", "89.679", "-0.07408727", "0.9610607"
"392.6", "89.65282", "-0.07151025", "0.96105826"
"392.7", "89.62744", "-0.069697864", "0.96105576"
"392.8", "89.60276", "-0.06775251", "0.96105325"
"392.9", "89.57878", "-0.0656326", "0.9610506"
"393", "89.55548", "-0.06385467", "0.961048"
"393.1", "89.53304", "-0.06216982", "0.9610454"
"393.2", "89.51125", "-0.060503118", "0.96104264"
"393.3", "89.49014", "-0.057799455", "0.9610399"
"393.4", "89.470245", "-0.054514926", "0.9610371"
"393.5", "89.45159", "-0.051763035", "0.96103424"
"393.6", "89.433945", "-0.04780509", "0.96103126"
"393.7", "89.41795", "-0.043074023", "0.9610282"
"393.8", "89.40381", "-0.03889158", "0.96102506"
"393.9", "89.391014", "-0.035117593", "0.96102184"
"394", "89.37951", "-0.031583387", "0.96101856"
"394.1", "89.369", "-0.028024409", "0.9610152"
"394.2", "89.35989", "-0.024766766", "0.96101177"
"394.3", "89.351906", "-0.021853255", "0.96100825"
"394.4", "89.34482", "-0.01942304", "0.96100473"
"394.5", "89.33867", "-0.017151112", "0.9610011"
"394.6", "89.333435", "-0.014478483", "0.9609974"
"394.7", "89.32934", "-0.011006887", "0.9609937"
"394.8", "89.32629", "-0.008149217", "0.9609899"
"394.9", "89.32411", "-0.005820087", "0.9609861"
"395", "89.32269", "-0.003602391", "0.9609822"
"395.1", "89.32236", "-0.001245293", "0.9609782"
"395.2", "89.32288", "0.000861359", "0.9609742"
"395.3", "89.32401", "0.002698748", "0.9609702"
"395.4", "89.32562", "0.004338816", "0.9609661"
"395.5", "89.32774", "0.006036146", "0.96096206"
"395.6", "89.33082", "0.009157328", "0.9609579"
"395.7", "89.33516", "0.012828341", "0.96095365"
"395.8", "89.34077", "0.016659284", "0.96094936"
"395.9", "89.34778", "0.020357652", "0.96094495"
"396", "89.35628", "0.023550289", "0.9609405"
"396.1", "89.36575", "0.026359499", "0.96093595"
"396.2", "89.37617", "0.028945237", "0.9609314"
"396.3", "89.387436", "0.03190757", "0.9609268"
"396.4", "89.400665", "0.039187152", "0.960922"
"396.5", "89.41669", "0.046437796", "0.9609171"
"396.6", "89.43541", "0.052810203", "0.960912"
"396.7", "89.45606", "0.058526445", "0.9609068"
"396.8", "89.47827", "0.06368626", "0.96090156"
"396.9", "89.50249", "0.068860486", "0.96089613"
"397", "89.529526", "0.07540664", "0.9608906"
"397.1", "89.558685", "0.081444085", "0.9608849"
"397.2", "89.589775", "0.08692039", "0.9608791"
"397.3", "89.62273", "0.09182121", "0.9608732"
"397.4", "89.658424", "0.096874155", "0.9608671"
"397.5", "89.695786", "0.10215519", "0.9608609"
"397.6", "89.734604", "0.107528", "0.96085465"
"397.7", "89.77557", "0.11195149", "0.9608483"
"397.8", "89.81751", "0.116106704", "0.9608418"
"397.9", "89.86109", "0.12064736", "0.9608352"
"398", "89.906425", "0.12580277", "0.9608286"
"398.1", "89.95358", "0.1308441", "0.9608218"
"398.2", "90.00248", "0.1354706", "0.96081495"
"398.3", "90.05289", "0.1398049", "0.960808"
"398.4", "90.10516", "0.14474727", "0.9608009"
"398.5", "90.15971", "0.15040608", "0.9607936"
"398.6", "90.2161", "0.15620002", "0.9607863"
"398.7", "90.27471", "0.16239007", "0.96077883"
"398.8", "90.33539", "0.16866273", "0.9607712"
"398.9", "90.39866", "0.17596856", "0.96076345"
"399", "90.46427", "0.18359691", "0.9607555"
"399.1", "90.532646", "0.19021922", "0.9607474"
"399.2", "90.602905", "0.1956906", "0.96073914"
"399.3", "90.674385", "0.19892336", "0.96073085"
"399.4", "90.747055", "0.20262861", "0.96072245"
"399.5", "90.82182", "0.20664455", "0.9607139"
"399.6", "90.89755", "0.21025746", "0.9607053"
"399.7", "90.97478", "0.21335639", "0.9606966"
"399.8", "91.05338", "0.21725707", "0.96068776"
"399.9", "91.13316", "0.22135", "0.9606788"
"400", "91.21411", "0.22476646", "0.9606698"
"400.1", "91.29604", "0.2273417", "0.96066076"
"400.2", "91.378914", "0.2300147", "0.96065164"
"400.3", "91.46338", "0.23432069", "0.9606424"
"400.4", "91.54915", "0.23872623", "0.96063304"
"400.5", "91.63637", "0.24237697", "0.9606236"
"400.6", "91.72408", "0.24371497", "0.96061414"
"400.7", "91.812004", "0.24430256", "0.9606046"
"400.8", "91.900444", "0.24620308", "0.9605951"
"400.9", "91.99023", "0.24925679", "0.9605854"
"401", "92.08085", "0.25161582", "0.9605757"
"401.1", "92.17209", "0.25333405", "0.96056587"
"401.2", "92.263885", "0.25473943", "0.96055603"
"401.3", "92.35646", "0.256064", "0.96054614"
"401.4", "92.44931", "0.25756872", "0.96053624"
"401.5", "92.54325", "0.25977847", "0.96052617"
"401.6", "92.63724", "0.26105812", "0.96051615"
"401.7", "92.73129", "0.2612247", "0.9605061"
"401.8", "92.825264", "0.26101226", "0.96049607"
"401.9", "92.91913", "0.26064166", "0.960486"
"402", "93.01287", "0.26022473", "0.9604759"
"402.1", "93.10718", "0.26203588", "0.9604658"
"402.2", "93.20215", "0.263815", "0.9604556"
"402.3", "93.29747", "0.2646806", "0.96044534"
"402.4", "93.39239", "0.2632632", "0.96043515"
"402.5", "93.486565", "0.2613764", "0.96042496"
"402.6", "93.58014", "0.25952876", "0.96041477"
"402.7", "93.67317", "0.25781396", "0.96040463"
"402.8", "93.765366", "0.2563735", "0.96039456"
"402.9", "93.85692", "0.25392777", "0.9603845"
"403", "93.947235", "0.2503036", "0.9603745"
"403.1", "94.03622", "0.24663608", "0.9603645"
"403.2", "94.12423", "0.24304977", "0.9603546"
"403.3", "94.21103", "0.23953006", "0.9603448"
"403.4", "94.29657", "0.23600625", "0.960335"
"403.5", "94.38094", "0.23275484", "0.9603253"
"403.6", "94.46424", "0.22981752", "0.96031564"
"403.7", "94.546524", "0.22721198", "0.96030605"
"403.8", "94.627884", "0.22471848", "0.9602965"
"403.9", "94.70744", "0.22121957", "0.96028703"
"404", "94.78554", "0.21727227", "0.9602777"
"404.1", "94.862305", "0.21348521", "0.9602684"
"404.2", "94.937775", "0.20987341", "0.96025914"
"404.3", "95.012146", "0.20606756", "0.96024996"
"404.4", "95.08515", "0.2011787", "0.9602409"
"404.5", "95.1563", "0.19532923", "0.9602319"
"404.6", "95.22561", "0.19001243", "0.960223"
"404.7", "95.29197", "0.18502071", "0.9602143"
"404.8", "95.35687", "0.17879575", "0.96020573"
"404.9", "95.418564", "0.1698468", "0.9601973"
"405", "95.47723", "0.16131471", "0.9601891"
"405.1", "95.53226", "0.15354584", "0.96018106"
"405.2", "95.58463", "0.14609069", "0.96017325"
"405.3", "95.63435", "0.13866839", "0.96016556"
"405.4", "95.681046", "0.13086486", "0.960158"
"405.5", "95.72504", "0.122816145", "0.96015066"
"405.6", "95.7664", "0.115188874", "0.96014345"
"405.7", "95.80399", "0.106668696", "0.9601365"
"405.8", "95.83941", "0.09609378", "0.9601296"
"405.9", "95.87094", "0.08560797", "0.960123"
"406", "95.89801", "0.07630646", "0.9601167"
"406.1", "95.92217", "0.06723197", "0.9601105"
"406.2", "95.94308", "0.056103274", "0.9601045"
"406.3", "95.959816", "0.043382", "0.9600988"
"406.4", "95.97205", "0.029819714", "0.9600934"
"406.5", "95.980194", "0.016796123", "0.9600882"
"406.6", "95.98364", "0.003488544", "0.9600833"
"406.7", "95.98236", "-0.009826286", "0.9600787"
"406.8", "95.97607", "-0.024262909", "0.9600744"
"406.9", "95.964195", "-0.04030899", "0.9600705"
"407", "95.9463", "-0.054814525", "0.960067"
"407.1", "95.922035", "-0.06924096", "0.9600638"
"407.2", "95.89331", "-0.082089834", "0.96006095"
"407.3", "95.86014", "-0.09529524", "0.9600584"
"407.4", "95.82244", "-0.10962404", "0.96005607"
"407.5", "95.779106", "-0.12305537", "0.96005416"
"407.6", "95.73091", "-0.13646716", "0.96005255"
"407.7", "95.67859", "-0.14895429", "0.96005124"
"407.8", "95.62273", "-0.15976626", "0.96005005"
"407.9", "95.56317", "-0.17087083", "0.96004885"
"408", "95.4996", "-0.18171033", "0.96004766"
"408.1", "95.43202", "-0.19297248", "0.96004647"
"408.2", "95.36001", "-0.21306455", "0.9600456"
"408.3", "95.2764", "-0.24652013", "0.9600456"
"408.4", "95.18417", "-0.26287302", "0.9600456"
"408.5", "95.08694", "-0.2778234", "0.9600456"
"408.54807", "95.03839", "-0.28149238", "0.9600456"
"408.6", "94.98527", "-0.2854746", "0.9600456"
"408.7", "94.88194", "-0.28799143", "0.9600456"
"408.8", "94.777016", "-0.2967897", "0.9600456"
"408.9", "94.6687", "-0.30405113", "0.9600456"
"409", "94.558975", "-0.30473405", "0.9600456"
"409.1", "94.44779", "-0.3104661", "0.9600456"
"409.18356", "94.35371", "-0.31458133", "0.9600456"
"409.2", "94.33505", "-0.31551954", "0.9600456"
"409.3", "94.22116", "-0.31658185", "0.9600456"
"409.4", "94.10462", "-0.3268799", "0.9600456"
"409.5", "93.9827", "-0.34079972", "0.9600456"
"409.6", "93.857475", "-0.351275", "0.9600456"
"409.7", "93.72889", "-0.36182666", "0.9600456"
"409.8", "93.59629", "-0.37365794", "0.9600456"
"409.9", "93.46087", "-0.3801998", "0.9600456"
"410", "93.323296", "-0.38543767", "0.9600456"
"410.1", "93.18287", "-0.39331338", "0.9600456"
"410.2", "93.03989", "-0.40104368", "0.9600456"
"410.3", "92.89538", "-0.40261668", "0.9600456"
"410.4", "92.7505", "-0.40190664", "0.9600456"
"410.5", "92.60601", "-0.40005627", "0.9600456"
"410.6", "92.46217", "-0.39809433", "0.9600456"
"410.7", "92.31884", "-0.39647454", "0.9600456"
"410.8", "92.17575", "-0.3956532", "0.9600456"
"410.9", "92.03305", "-0.39512557", "0.9600456"
"411", "91.89132", "-0.39303088", "0.9600456"
"411.1", "91.75049", "-0.38981897", "0.9600456"
"411.2", "91.61049", "-0.38722256", "0.9600456"
"411.3", "91.47141", "-0.38491434", "0.9600456"
"411.4", "91.33281", "-0.383441", "0.9600456"
"411.5", "91.194664", "-0.38312244", "0.9600456"
"411.6", "91.0578", "-0.3804803", "0.9600456"
"411.7", "90.92229", "-0.37511414", "0.9600456"
"411.8", "90.78865", "-0.36861235", "0.9600456"
"411.9", "90.65729", "-0.36151448", "0.9600456"
"412", "90.52828", "-0.3541834", "0.9600456"
"412.1", "90.40162", "-0.34753782", "0.9600456"
"412.2", "90.27771", "-0.3409437", "0.9600456"
"412.3", "90.15713", "-0.3316529", "0.9600456"
"412.4", "90.04022", "-0.3192421", "0.9600456"
"412.5", "89.92708", "-0.30750188", "0.9600456"
"412.6", "89.818", "-0.29686236", "0.9600456"
"412.7", "89.71233", "-0.28739473", "0.9600456"
"412.8", "89.60983", "-0.28090042", "0.9600456"
"412.9", "89.51069", "-0.27364016", "0.9600456"
"413", "89.414635", "-0.26410177", "0.9600456"
"413.1", "89.32126", "-0.25515157", "0.9600456"
"413.2", "89.23013", "-0.24933465", "0.9600456"
